NZ_AP027927.1	NZ_AP027927.1	100.000	234318	0	0	1	234318	1	234318	0.0	4.327e+05	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	822	0	0	116573	117394	114656	113835	0.0	1519	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	822	0	0	113835	114656	117394	116573	0.0	1519	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	108630	109450	106770	107590	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	106770	107590	108630	109450	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	148146	148966	109451	108631	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	148147	148967	113837	114657	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	108631	109451	148966	148146	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	821	0	0	113837	114657	148147	148967	0.0	1517	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	148147	148966	107590	106771	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	116573	117392	106771	107590	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	113837	114656	107590	106771	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	116573	117392	108631	109450	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	113837	114656	109450	108631	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	108631	109450	114656	113837	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	106771	107590	114656	113837	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	99.758	827	1	1	148141	148966	117399	116573	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	106771	107590	116573	117392	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	108631	109450	116573	117392	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	99.758	827	1	1	116573	117399	148966	148141	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	820	0	0	106771	107590	148966	148147	0.0	1515	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	769	0	0	121588	122356	99918	100686	0.0	1421	234318	234318
NZ_AP027927.1	NZ_AP027927.1	100.000	769	0	0	99918	100686	121588	122356	0.0	1421	234318	234318
NZ_AP027927.1	NZ_AP027927.1	85.573	1310	165	19	13770	15062	12064	13366	0.0	1351	234318	234318
NZ_AP027927.1	NZ_AP027927.1	85.573	1310	165	19	12064	13366	13770	15062	0.0	1351	234318	234318
NZ_AP027927.1	NZ_AP027927.1	81.451	1682	272	32	134898	136559	120007	118346	0.0	1341	234318	234318
NZ_AP027927.1	NZ_AP027927.1	81.541	1674	267	34	118355	120007	136550	134898	0.0	1341	234318	234318
NZ_AP027927.1	NZ_AP027927.1	80.858	909	147	15	14206	15100	12749	13644	0.0	689	234318	234318
NZ_AP027927.1	NZ_AP027927.1	80.879	910	145	16	12749	13644	14206	15100	0.0	689	234318	234318
NZ_AP027927.1	NZ_AP027927.1	85.179	641	93	2	14455	15093	14206	14846	0.0	656	234318	234318
NZ_AP027927.1	NZ_AP027927.1	85.179	641	93	2	14206	14846	14455	15093	0.0	656	234318	234318
NZ_AP027927.1	NZ_AP027927.1	81.683	808	123	14	13012	13797	12505	13309	0.0	649	234318	234318
NZ_AP027927.1	NZ_AP027927.1	81.683	808	123	14	12505	13309	13012	13797	0.0	649	234318	234318
NZ_AP027927.1	NZ_AP027927.1	83.082	597	87	6	14481	15065	12526	13120	3.16e-149	531	234318	234318
NZ_AP027927.1	NZ_AP027927.1	83.025	595	91	4	12526	13120	14481	15065	3.16e-149	531	234318	234318
NZ_AP027927.1	NZ_AP027927.1	90.614	277	26	0	14730	15006	12526	12802	2.62e-100	368	234318	234318
NZ_AP027927.1	NZ_AP027927.1	90.614	277	26	0	12526	12802	14730	15006	2.62e-100	368	234318	234318
NZ_AP027927.1	NZ_AP027927.1	91.071	56	4	1	97836	97891	90668	90614	6.40e-12	75.0	234318	234318
NZ_AP027927.1	NZ_AP027927.1	91.071	56	4	1	90614	90668	97891	97836	6.40e-12	75.0	234318	234318
NZ_AP027927.1	NZ_AP027927.1	90.698	43	4	0	120057	120099	100782	100740	6.44e-07	58.4	234318	234318
NZ_AP027927.1	NZ_AP027927.1	92.500	40	3	0	100743	100782	120096	120057	6.44e-07	58.4	234318	234318
NZ_AP027927.1	AP023310.1	99.989	53171	5	1	30939	84109	30309	83478	0.0	98154	234318	229829
NZ_AP027927.1	AP023310.1	99.992	50657	3	1	149824	200480	141006	191661	0.0	93522	234318	229829
NZ_AP027927.1	AP023310.1	99.994	33847	2	0	200472	234318	195983	229829	0.0	62493	234318	229829
NZ_AP027927.1	AP023310.1	99.990	30316	3	0	1	30316	1	30316	0.0	55967	234318	229829
NZ_AP027927.1	AP023310.1	99.974	27378	7	0	121589	148966	141005	113628	0.0	50519	234318	229829
NZ_AP027927.1	AP023310.1	99.966	17483	4	2	99917	117399	96973	114453	0.0	32251	234318	229829
NZ_AP027927.1	AP023310.1	100.000	13211	0	0	84104	97314	83764	96974	0.0	24397	234318	229829
NZ_AP027927.1	AP023310.1	100.000	821	0	0	108630	109450	103826	104646	0.0	1517	234318	229829
NZ_AP027927.1	AP023310.1	100.000	821	0	0	108631	109451	113628	114448	0.0	1517	234318	229829
NZ_AP027927.1	AP023310.1	100.000	820	0	0	148147	148966	104646	103827	0.0	1515	234318	229829
NZ_AP027927.1	AP023310.1	100.000	820	0	0	116573	117392	103827	104646	0.0	1515	234318	229829
NZ_AP027927.1	AP023310.1	100.000	820	0	0	113837	114656	104646	103827	0.0	1515	234318	229829
NZ_AP027927.1	AP023310.1	100.000	820	0	0	106771	107590	113628	114447	0.0	1515	234318	229829
NZ_AP027927.1	AP023310.1	100.000	820	0	0	113837	114656	114447	113628	0.0	1515	234318	229829
NZ_AP027927.1	AP023310.1	99.878	822	1	0	116573	117394	111711	110890	0.0	1513	234318	229829
NZ_AP027927.1	AP023310.1	99.878	821	1	0	148147	148967	110892	111712	0.0	1511	234318	229829
NZ_AP027927.1	AP023310.1	99.878	821	0	1	106770	107590	105686	106505	0.0	1509	234318	229829
NZ_AP027927.1	AP023310.1	99.878	821	0	1	148146	148966	106506	105687	0.0	1509	234318	229829
NZ_AP027927.1	AP023310.1	99.878	820	1	0	108631	109450	111711	110892	0.0	1509	234318	229829
NZ_AP027927.1	AP023310.1	99.878	820	1	0	106771	107590	111711	110892	0.0	1509	234318	229829
NZ_AP027927.1	AP023310.1	99.878	820	0	1	116573	117392	105687	106505	0.0	1507	234318	229829
NZ_AP027927.1	AP023310.1	99.878	820	0	1	113837	114656	106505	105687	0.0	1507	234318	229829
NZ_AP027927.1	AP023310.1	100.000	769	0	0	121588	122356	96974	97742	0.0	1421	234318	229829
NZ_AP027927.1	AP023310.1	100.000	768	0	0	99919	100686	141005	140238	0.0	1419	234318	229829
NZ_AP027927.1	AP023310.1	99.094	773	7	0	121587	122359	192431	191659	0.0	1389	234318	229829
NZ_AP027927.1	AP023310.1	99.221	770	6	0	121587	122356	195984	195215	0.0	1389	234318	229829
NZ_AP027927.1	AP023310.1	99.220	769	6	0	99918	100686	192430	191662	0.0	1387	234318	229829
NZ_AP027927.1	AP023310.1	99.220	769	6	0	99918	100686	195983	195215	0.0	1387	234318	229829
NZ_AP027927.1	AP023310.1	91.684	986	74	4	112277	113258	193410	192429	0.0	1360	234318	229829
NZ_AP027927.1	AP023310.1	85.573	1310	165	19	13770	15062	12064	13366	0.0	1351	234318	229829
NZ_AP027927.1	AP023310.1	85.573	1310	165	19	12064	13366	13770	15062	0.0	1351	234318	229829
NZ_AP027927.1	AP023310.1	81.462	1683	270	35	118346	120007	126035	127696	0.0	1341	234318	229829
NZ_AP027927.1	AP023310.1	80.858	909	147	15	14206	15100	12749	13644	0.0	689	234318	229829
NZ_AP027927.1	AP023310.1	80.879	910	145	16	12749	13644	14206	15100	0.0	689	234318	229829
NZ_AP027927.1	AP023310.1	85.179	641	93	2	14455	15093	14206	14846	0.0	656	234318	229829
NZ_AP027927.1	AP023310.1	85.179	641	93	2	14206	14846	14455	15093	0.0	656	234318	229829
NZ_AP027927.1	AP023310.1	81.683	808	123	14	13012	13797	12505	13309	0.0	649	234318	229829
NZ_AP027927.1	AP023310.1	81.683	808	123	14	12505	13309	13012	13797	0.0	649	234318	229829
NZ_AP027927.1	AP023310.1	83.082	597	87	6	14481	15065	12526	13120	3.16e-149	531	234318	229829
NZ_AP027927.1	AP023310.1	83.025	595	91	4	12526	13120	14481	15065	3.16e-149	531	234318	229829
NZ_AP027927.1	AP023310.1	90.614	277	26	0	14730	15006	12526	12802	2.62e-100	368	234318	229829
NZ_AP027927.1	AP023310.1	90.614	277	26	0	12526	12802	14730	15006	2.62e-100	368	234318	229829
NZ_AP027927.1	AP023310.1	91.071	56	4	1	97836	97891	90328	90274	6.40e-12	75.0	234318	229829
NZ_AP027927.1	AP023310.1	90.698	43	4	0	120057	120099	97838	97796	6.44e-07	58.4	234318	229829
NZ_AP027927.1	NZ_AP024583.1	98.366	51034	803	26	30939	81963	31376	82387	0.0	89593	234318	291362
